case_identifier,case_title,document_title,document_type,party,argument_summary,legal_basis,key_keywords,court_followed,tribunal_reasoning
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Tax Measure was lawfully imposed.,"Jordanian Income Tax Law No 57 of 1985, Article 7.A.15.a","['Tax Measure', 'Jordanian law', 'Article 7.A.15.a', 'capital gains', 'goodwill']",Partial/Deferred,The Tribunal found that the ISTD's interpretation of the law was reasonably open to it and that the Court of Cassation's decision was not inexcusable.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Tax Measure was not politically motivated.,ELSI case,"['arbitrary', 'political motivation', 'Tax Measure', 'ELSI']",Yes,The Tribunal found that the Claimants had not proven that the Tax Measure was politically motivated.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the decisions of the Jordanian courts should be given deference.,"Azinian v Mexico, Brazilian Loans case","['Azinian', 'Brazilian Loans', 'deference', 'Jordanian courts']",Yes,The Tribunal found that the decisions of the Jordanian courts were not a denial of justice and should be given due deference.
IDS-527,Alghanim v. Jordan,Award,Award (Final),Respondent,The Respondent argued that the Claimants' conduct was relevant.,,"[""Claimants' conduct"", 'tax advice', 'failure to file tax return']",,The Tribunal considered the Claimants' conduct in its overall assessment.
IDS-527,Alghanim v. Jordan,Separate Opinion of Yves Fortier,Concurring Opinion,Claimant,"The Claimant argued that the Respondent acted arbitrarily by imposing a tax on the sale of shares in response to media and political pressure, irrespective of the law.",Article 4 of the BIT (Fair and Equitable Treatment),"['arbitrary treatment', 'political pressure', 'media pressure', 'tax imposition', 'BIT']",Partial/Deferred,"The dissenting opinion agreed with the Claimant's argument regarding the arbitrary nature of the tax imposition based on the evidence presented, but ultimately agreed with the Tribunal's conclusion that the decisions of the Jordanian Courts could not be impugned at the international law level as arbitrary."
IDS-527,Alghanim v. Jordan,Separate Opinion of Yves Fortier,Concurring Opinion,Claimant,"The Claimant argued that the Respondent breached the BIT by failing to provide fair and equitable treatment, full protection and security, legal stability and predictability, and by discriminating against the Claimant.","Article 4 of the BIT (Fair and Equitable Treatment), Articles 3(1) and 12 of the BIT (Full protection and security and legal stability and predictability), Articles 3(1) and 4 of the BIT (Discrimination)","['fair and equitable treatment', 'full protection and security', 'legal stability', 'discrimination', 'BIT']",No,"The Tribunal rejected these claims, finding that the Tax Measure was imposed according to an interpretation of Jordanian law upheld by the Court of Cassation, and that there was no evidence of political motivation or bad faith."
IDS-527,Alghanim v. Jordan,Separate Opinion of Yves Fortier,Concurring Opinion,Respondent,The Respondent argued that the decision of the Court of Cassation cannot be impugned at the international law level as arbitrary.,,"['arbitrary', 'Court of Cassation', 'international law']",Yes,"The Tribunal agreed with the Respondent's argument, finding that the Court of Cassation's decision was not arbitrary."
IDS-527,Alghanim v. Jordan,Separate Opinion of Yves Fortier,Concurring Opinion,Respondent,The Respondent argued that there was no evidence that the Court was politically motivated or acting in bad faith.,,"['political motivation', 'bad faith']",Yes,"The Tribunal agreed with the Respondent's argument, finding no evidence of political motivation or bad faith."
IDS-527,Alghanim v. Jordan,Separate Opinion of Yves Fortier,Concurring Opinion,Respondent,The Respondent argued that the Tax Measure was imposed according to an interpretation of Jordanian law which was upheld by the Court of Cassation in a decision that is not itself a breach of the State's international law obligation.,,"['Tax Measure', 'Jordanian law', 'Court of Cassation', 'breach of international law']",Yes,"The Tribunal agreed with the Respondent's argument, finding that the Tax Measure was imposed according to an interpretation of Jordanian law upheld by the Court of Cassation, and that this did not constitute a breach of international law."
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that Poland breached the BIT by expropriating their investment without adequate compensation.,BIT Art. VI,"['expropriation', 'BIT', 'compensation', 'Lease Agreement', 'Pol Farm']",No,The tribunal found that the termination of the Lease Agreement was not attributable to Poland and therefore did not constitute an expropriation.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that Poland breached the BIT by failing to accord them equitable and reasonable treatment and protection.,BIT Art. III,"['equitable and reasonable treatment', 'BIT', 'procedural fairness', 'due process', 'ANR']",No,The tribunal found that the termination of the Lease Agreement was not attributable to Poland and therefore there was no breach of the BIT.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that Poland breached the BIT by subjecting them to unreasonable and discriminatory treatment.,"BIT Art. III, Art. VI","['unreasonable treatment', 'discriminatory treatment', 'BIT', 'ANR', 'redistribution of land']",No,The tribunal found that the termination of the Lease Agreement was not attributable to Poland and therefore there was no breach of the BIT.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that the termination of the Lease Agreement was a de facto expropriation.,"BIT Art. VI, *Eureko B.V. v. Poland*","['de facto expropriation', 'contractual rights', 'Lease Agreement', 'Vigotop', 'good faith']",No,The tribunal found that the termination of the Lease Agreement was not attributable to Poland and therefore did not constitute an expropriation. The tribunal also found that the *Vigotop* criteria for indirect expropriation were not met.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that ANR's conduct should be attributed to Poland.,"ILC Articles 4 & 5, *MCI Power v. Ecuador*","['attribution', 'State organ', 'ILC Articles', 'ANR', 'governmental authority']",No,The tribunal found that ANR was not a State organ under Polish law and did not exercise governmental authority when terminating the Lease Agreement.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that their contractual rights under the Lease Agreement were protected investments.,"BIT Art. I(1), *GAMI Investments Inc. v. The Government of the United Mexican States*, *Camuzzi International S.A. v. The Argentine Republic*","['protected investment', 'shareholder rights', 'Lease Agreement', 'BIT', 'Pol Farm']",Yes,"The tribunal found that the Claimants, as investors, had standing to protect the contractual rights of Pol Farm, which formed the core of their investment."
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that the MFN clause in the BIT allowed them to advance claims not limited to expropriation.,"BIT Art. IV, *Maffezini v. Spain*, *Gas Natural v. Argentina*, *RosInvestCo UK Ltd. v. Russia*","['MFN clause', 'jurisdiction', 'fair and equitable treatment', 'Croatia-Poland BIT']",No,The tribunal found that the MFN clause could not be used to expand the scope of the dispute resolution provisions beyond expropriation claims.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that the MFN clause allowed them to invoke an umbrella clause in the Dutch-Poland BIT.,"BIT Art. IV, Dutch-Poland BIT Art. 3(5)","['MFN clause', 'umbrella clause', 'Dutch-Poland BIT', 'contractual obligations']",No,The tribunal found that the MFN clause could not be used to incorporate an umbrella clause from another treaty because the termination was not attributable to Poland.
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that ANR was not justified in terminating the Lease Agreement under its provisions.,"Lease Agreement §5(1), §17","['Lease Agreement', 'termination', 'change of use', 'raspberry plantation', 'implied consent']",Partial/Deferred,"The tribunal made observations on the legality of the termination but did not reach a definitive conclusion, as it found the termination was not attributable to Poland."
IDS-663,Almås v. Poland,Award,Award (Final),Claimant,The Claimants argued that ANR terminated the Lease Agreement for political reasons.,*Vigotop Limited v. Hungary*,"['political reasons', 'redistribution of land', 'ANR', 'Vigotop', 'discriminatory treatment']",No,"The tribunal found that the decision to terminate the Lease Agreement was not motivated by political reasons, but by concerns about Pol Farm's financial health and management of the land."
IDS-663,Almås v. Poland,Award,Award (Final),Respondent,The Respondent argued that the Lease Agreement was not a protected investment.,"BIT Art. I(1), *BG Group Plc v. Republic of Argentina*","['protected investment', 'contractual rights', 'BIT', 'shareholder', 'Pol Farm']",No,"The tribunal found that the Claimants, as investors, had standing to protect the contractual rights of Pol Farm, which formed the core of their investment."
IDS-663,Almås v. Poland,Award,Award (Final),Respondent,The Respondent argued that ANR's conduct was not attributable to Poland.,"ILC Articles 4, 5 & 8","['attribution', 'State organ', 'ILC Articles', 'ANR', 'governmental authority']",Yes,The tribunal found that ANR was not a State organ under Polish law and did not exercise governmental authority when terminating the Lease Agreement.
IDS-663,Almås v. Poland,Award,Award (Final),Respondent,The Respondent argued that Pol Farm's financial troubles and bankruptcy were due to the Claimants' poor investment decisions.,,"['financial difficulties', 'bankruptcy', 'mismanagement', 'Pol Farm', 'investment decisions']",Yes,The tribunal found that Pol Farm's financial troubles and bankruptcy were due to the Claimants' poor investment decisions.
